Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,application_method (product.metafields.custom.application_method),backing_plate_thread (product.metafields.custom.backing_plate_thread),badge_text (product.metafields.custom.badge_text),biodegradable (product.metafields.custom.biodegradable),brand (product.metafields.custom.brand),compatible_chemicals (product.metafields.custom.compatible_chemicals),concentrate_or_rtu (product.metafields.custom.concentrate_or_rtu),coverage (product.metafields.custom.coverage),delivery_format (product.metafields.custom.delivery_format),dilution_ratio (product.metafields.custom.dilution_ratio),featured_collection_slot (product.metafields.custom.featured_collection_slot),fit_type (product.metafields.custom.fit_type),fragrance_family (product.metafields.custom.fragrance_family),intensity_level (product.metafields.custom.intensity_level),material_composition (product.metafields.custom.material_composition),orbit_size (product.metafields.custom.orbit_size),pad_cut_level (product.metafields.custom.pad_cut_level),pad_diameter (product.metafields.custom.pad_diameter),pad_material (product.metafields.custom.pad_material),pad_size_compatibility (product.metafields.custom.pad_size_compatibility),ph_level (product.metafields.custom.ph_level),power_source (product.metafields.custom.power_source),pro_tip (product.metafields.custom.pro_tip),psi_rating (product.metafields.custom.psi_rating),recommended_pairing (product.metafields.custom.recommended_pairing),related_products (product.metafields.custom.related_products),reviews (product.metafields.custom.reviews),safe_surfaces (product.metafields.custom.safe_surfaces),scent (product.metafields.custom.scent),sds_url (product.metafields.custom.sds_url),size_guide_url (product.metafields.custom.size_guide_url),snippet (product.metafields.custom.snippet),tank_capacity (product.metafields.custom.tank_capacity),use_case (product.metafields.custom.use_case),video_url (product.metafields.custom.video_url),Color (product.metafields.shopify.color-pattern),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
25-green-3-0-pressure-washer-tip-1-4-quick-connect,"25° GREEN 3.0 PRESSURE WASHER TIP 1/4"" QUICK CONNECT","<p>RCP's 25 Degree Green 3.0 Pressure Washer Tip is a must-have all-purpose nozzle for everyday washing, rinsing, and general cleaning tasks. The 25-degree green tip strikes a balance between coverage and power, making it the go-to choice for washing body panels, flushing away dirt, and handling most routine jobs. Its 1/4"" quick-connect fitting snaps in and out in seconds so you can switch spray patterns as the work changes. The 3.0 orifice size keeps flow and pressure perfectly balanced for clean, efficient results. Paired with the rest of our color-coded quick-connect tip lineup, this tip takes your pressure washing experience to the next level.</p>",RCP America Partner Portal,Home & Garden > Lawn & Garden > Outdoor Power Equipment Accessories > Pressure Washer Accessories,,,FALSE,Title,Default Title,,,,,,,,925030Q,0,,0,deny,manual,12.99,12.99,FALSE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/0bbca844-c800c3_db97ec314be043d186c4137484e8d43b_mv2.png?v=1771281468,1,"25° GREEN 3.0 PRESSURE WASHER TIP 1/4"" QUICK CONNECT image 0",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-Degree Quick-Connect Spray Tip,,,,,,lb,,,draft
25-green-3-0-pressure-washer-tip-1-4-quick-connect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/219242a3-c800c3_e309ae0a3bf34da39c794b53dbcf1188_mv2.png?v=1771281468,2,"25° GREEN 3.0 PRESSURE WASHER TIP 1/4"" QUICK CONNECT image 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-4-o-ring-for-spray-gun-8-pack,"1/4"" O-RING FOR SPRAY GUN 8 PACK","<p>RCP's 1/4"" O-Ring for Spray Gun 8 Pack is a must-have for keeping your spray guns and pressure washer connections sealed tight and leak-free. Over time, the small o-rings in your fittings wear out and let pressure escape, which is exactly when this handy replacement pack saves the day. Each o-ring is sized for standard 1/4"" connections, making swaps quick and hassle-free so you can get back to work. Keeping a set on hand means you're never sidelined by a worn seal or a slow drip mid-job. Paired with our spray guns, wands, and quick-connect tips, these o-rings keep your pressure washing setup running at its best.</p>",RCP America Partner Portal,Home & Garden > Lawn & Garden > Gardening > Gardening Tools > Lawn & Garden Sprayers,,,FALSE,Title,Default Title,,,,,,,,OR-110-BN-70,0,,0,deny,manual,8.99,8.99,FALSE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/3f38fb8f-c800c3_f1c27b178d294fb0ad959528f0c098c8_mv2.png?v=1771281468,1,"1/4"" O-RING FOR SPRAY GUN 8 PACK image 0",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spray Gun O-Ring Pack,,,,,,lb,,,draft
1-4-o-ring-for-spray-gun-8-pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/bfc221d8-c800c3_86e3c95919d14423b706e73d7b8107f8_mv2.png?v=1771281468,2,"1/4"" O-RING FOR SPRAY GUN 8 PACK image 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pressure-washer-gun,PRESSURE WASHER GUN,"<p>RCP's Pressure Washer Gun is a must-have centerpiece for any professional washing setup, from busy detailing bays to heavy-duty industrial cleaning. Built to handle a flow of 10 GPM, a max pressure of 5000 PSI, and temperatures up to 300 degrees Fahrenheit, it stands up to the toughest hot-water jobs without flinching. The 3/8"" NPT inlet and 1/4"" NPT discharge fittings make it easy to integrate into your existing hose and wand system. Its rugged construction is designed to deliver reliable trigger control and consistent performance wash after wash. Paired with our pressure washer hoses, wands, and quick-connect tips, this gun takes your detailing experience to the next level.</p>",RCP America,Home & Garden > Lawn & Garden > Outdoor Power Equipment Accessories > Pressure Washer Accessories,Pressure Washer/Accessories,Pressure Washer/Accessories,TRUE,Title,Default Title,,,,,,,,21290C,0,shopify,10,deny,manual,83.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/c800c3_8cac0f4f85b049088d70fec51431e582_mv2_c08fccb9-35a1-4fe2-bbde-7b8479d3d51c.png?v=1781634077,1,PRESSURE WASHER GUN,FALSE,,,,,,,RCP America,,,,,,,,,,,,,,,,,Manual/Pump,,"Up to 5,000 PSI",,,,,,,,Pressure Washer Spray Gun,,"Retail Car Wash
Fleet/Commercial
Mobile Detailer",,,,g,,,active
pressure-washer-gun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/c800c3_77b2d9c208624484a58e1636b1527cc8_mv2_19e40749-2a19-4517-a380-2f3f7bdd3756.png?v=1781634077,2,PRESSURE WASHER GUN - image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-red-3-0-pressure-washer-tip-1-4-quick-connect,"0° RED 3.0 PRESSURE WASHER TIP 1/4"" QUICK CONNECT","<p>RCP's 0 Degree Red 3.0 Pressure Washer Tip is a must-have for the most demanding, high-impact cleaning tasks in your arsenal. The 0-degree red tip fires a tight, concentrated jet that blasts away the toughest caked-on mud, grease, and stubborn buildup that wider tips leave behind. Its 1/4"" quick-connect fitting snaps in and out in seconds, letting you reach for maximum power only when the job truly calls for it. The 3.0 orifice size keeps flow and pressure tuned for serious cleaning force on durable surfaces and equipment. Paired with the rest of our color-coded quick-connect tip lineup, this tip takes your pressure washing experience to the next level.</p>",RCP America Partner Portal,Home & Garden > Lawn & Garden > Outdoor Power Equipment Accessories > Pressure Washer Accessories,,"Needs Approval, Recon Logic",TRUE,Title,Default Title,,,,,,,,900030Q,0,,-1,deny,manual,12.99,12.99,FALSE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/7cfde0a6-c800c3_2874c9d1b2b2422cabac3833ec0762bc_mv2.png?v=1771281468,1,"0° RED 3.0 PRESSURE WASHER TIP 1/4"" QUICK CONNECT image 0",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-Degree Quick-Connect Spray Tip,,,,,,lb,,,active
0-red-3-0-pressure-washer-tip-1-4-quick-connect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/680713cb-c800c3_6a710cb9654c4d60a4bb7294f3234b0e_mv2.png?v=1771281468,2,"0° RED 3.0 PRESSURE WASHER TIP 1/4"" QUICK CONNECT image 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wax-bottle-tops,RED TIP TOP FOR WAX Bottle,"<p>RCP's Red Tip Top for Wax Bottle is a must-have replacement cap for keeping your wax and dressing bottles dispensing cleanly and precisely. The pointed red tip top gives you controlled, drip-free application so you can lay down product exactly where you want it with minimal waste. Designed to fit our standard wax bottles, it snaps on securely to seal your product between uses and prevent spills on the shelf. Keeping spares on hand means a worn or clogged top never slows down your workflow. Paired with our RCP wax bottles and applicators, these tops keep your detailing station organized and efficient.</p>",RCP America,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning",,,TRUE,Title,Default Title,,,,,,,,RCP-103,0,shopify,10,deny,manual,1.29,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/c800c3_88e89426b51e4b30a81fc1d8995de90c_mv2_c94d4940-3765-4936-8ba8-20676ab2d378.png?v=1781634067,1,WAX BOTTLE TOPS,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red Wax Bottle Tips,,,,,,g,,,active
three-station-hydro,THREE STATION HYDRO,"<p>RCP's Three Station Hydro is a must-have dilution and dispensing system for busy detailing shops, car washes, and facilities that run multiple chemicals at once. With simple 3-button operation, it lets you dispense diluted chemical or soap from three different products at the push of a button, keeping your workflow fast and organized. Its 1 GPM flow rate and adjustable dilution range from 128:1 maximum down to 3:1 minimum give you precise control over concentration for every task. The included AirGap eductor helps protect your water supply while ensuring accurate, consistent mixing every time. Paired with your favorite RCP soaps and cleaners, the Three Station Hydro takes your dispensing setup to the next level.</p>",RCP America,Home & Garden > Lawn & Garden > Gardening > Gardening Tools > Lawn & Garden Sprayers,,,TRUE,Title,Default Title,,,,,,,,3850AG-2,0,shopify,10,deny,manual,568.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/c800c3_511f2e056d5d4a1a8adaa66962f6e0f6_mv2_e5e350cc-93a2-4796-91cc-29406e64de16.png?v=1781634074,1,THREE STATION HYDRO,FALSE,,,,,,,RCP America,,,,,,,,,,,,,,,,,Electric,,,,,,,,,,Three-Station Chemical Dilution System,,"Retail Car Wash
Fleet/Commercial",,,,g,,,active
2-pressure-washer-wand,2' PRESSURE WASHER WAND,"<p>RCP's 2' Pressure Washer Wand is a must-have for extending your reach and improving control during any pressure washing job. Featuring a 1/4"" snap coupler inflow (male) and a 1/4"" snap coupler outflow (female), it connects quickly to your gun and quick-connect tips for fast, tool-free setup. Rated for up to 4060 PSI and up to 10.5 GPM, this wand stands up to demanding professional use while keeping spray right where you need it. The 2-foot length gives you a comfortable working distance from panels, wheels, and equipment without sacrificing maneuverability. Paired with our pressure washer gun, hoses, and color-coded tips, this wand takes your detailing experience to the next level.</p>",RCP America,Home & Garden > Lawn & Garden > Outdoor Power Equipment Accessories > Pressure Washer Accessories,Pressure Washer/Accessories,Pressure Washer/Accessories,TRUE,Title,Default Title,,,,,,,,AWA-024,0,shopify,10,deny,manual,50.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/c800c3_007c38f2c13149fc8357db6f255d64ab_mv2.png?v=1781634075,1,2' PRESSURE WASHER WAND,FALSE,,,,,,,RCP America,,,,,,,,,,,,,,,,,Manual/Pump,,"Up to 4,060 PSI",,,,,,,,2-Foot Pressure Washer Wand,,"Retail Car Wash
Fleet/Commercial
Mobile Detailer",,,,g,,,active
two-station-hydro,TWO STATION HYDRO,"<p>RCP's Two Station Hydro is a must-have dilution and dispensing system for shops and wash bays that run a pair of chemicals side by side. With straightforward 2-button operation, it lets you dispense diluted chemical or soap from two products at the push of a button to keep your routine efficient and mess-free. Its 1 GPM flow rate and adjustable dilution range from 128:1 maximum down to 3:1 minimum put precise concentration control at your fingertips for every task. The included AirGap eductor helps safeguard your water supply while delivering accurate, repeatable mixing. Paired with your favorite RCP soaps and cleaners, the Two Station Hydro takes your dispensing setup to the next level.</p>",RCP America,Home & Garden > Lawn & Garden > Gardening > Gardening Tools > Lawn & Garden Sprayers,,,TRUE,Title,Default Title,,,,,,,,3841AG-2,0,shopify,10,deny,manual,484.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/c800c3_43ed51d88382439d8cf565ba17db246a_mv2.png?v=1781634074,1,TWO STATION HYDRO,FALSE,,,,,,,RCP America,,,,,,,,,,,,,,,,,Electric,,,,,,,,,,Two-Station Chemical Dilution System,,"Retail Car Wash
Fleet/Commercial",,,,g,,,active
sprayer,SPRAYER,"<p>RCP's Sprayer is a must-have handheld tool for applying soaps, dressings, cleaners, and detailing chemicals quickly and evenly. Featuring a 9"" tube and available in orange or blue and white, it delivers a consistent spray pattern that makes light work of interior and exterior tasks alike. Its simple, reliable design lets you mist product exactly where you need it for controlled, efficient application. Compact and easy to handle, it's the perfect companion for everything from quick spot treatments to full detail jobs. Paired with our chemicals and microfiber towels, this sprayer takes your detailing experience to the next level.</p>",RCP America,Home & Garden > Lawn & Garden > Gardening > Gardening Tools > Lawn & Garden Sprayers,,,TRUE,Color,Blue and White,,,,,,,,'110502,0,shopify,10,deny,manual,3.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/c800c3_f471218f0aa9443f88890f0628820885_mv2_4acacf21-6052-4739-9785-aedf99733cab.png?v=1781634073,1,SPRAYER,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handheld Spray Bottle,,,,,,g,,,active
sprayer,,,,,,,,,ORANGE,,,,,,,,'110502,0,shopify,10,deny,manual,3.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/c800c3_0ba1b63f94844344b1aaff8abb2cd1a7_mv2.png?v=1781634073,2,SPRAYER - image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
miracle-sponge-12-pack,MIRACLE SPONGE 12 PACK,"<p>RCP's Miracle Sponge 12 Pack is a must-have for tackling tough cleaning jobs both inside and outside the vehicle, and well beyond it. These versatile sponges lift away scuffs, grime, and marks from cars, boats, and trucks, and they work just as hard around the kitchen, bathroom, and on furniture. They handle fabric, metal, plastic, and tile with ease, making them a go-to tool for detailers and households alike. The 12-pack means you always have a fresh sponge ready for the next task without running short mid-job. Paired with your favorite RCP cleaners and microfiber towels, these sponges take your cleaning routine to the next level.</p>",RCP America,Home & Garden > Household Supplies > Household Cleaning Supplies > Shop Towels & General-Purpose Cleaning Cloths,,,TRUE,Title,Default Title,,,,,,,,85-422,0,shopify,10,deny,manual,28.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/c800c3_86366a00a0dd482cb472d9eedb8a914e_mv2.png?v=1781634073,1,MIRACLE SPONGE 12 PACK,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multi-Surface Cleaning Sponges,,,,,,g,,,active
single-station-hydro,SINGLE STATION HYDRO,"<p>RCP's Single Station Hydro is a must-have dilution and dispensing system for shops and detailers who need accurate, repeatable mixing from a single chemical source. With simple 1-button operation, it dispenses diluted chemical or soap at the push of a button to keep your workflow fast and consistent. Its 1 GPM flow rate and adjustable dilution range from 128:1 maximum down to 3:1 minimum give you precise control over concentration for any task. The included AirGap eductor helps protect your water supply while ensuring clean, reliable dilution every time. Paired with your favorite RCP soap or cleaner, the Single Station Hydro takes your dispensing setup to the next level.</p>",RCP America,Home & Garden > Lawn & Garden > Gardening > Gardening Tools > Lawn & Garden Sprayers,,,TRUE,Title,Default Title,,,,,,,,3830AG-2,0,shopify,10,deny,manual,234.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/c800c3_af32b1842ebf495c90f22f5ced5b6c0d_mv2.png?v=1781634075,1,SINGLE STATION HYDRO,FALSE,,,,,,,RCP America,,,,,,,,,,,,,,,,,Electric,,,,,,,,,,Single-Station Chemical Dilution System,,"Retail Car Wash
Fleet/Commercial",,,,g,,,active
kannonball-foam-gun-pack,KANNONBALL& FOAM GUN PACK,"<p>RCP's Kannonball &amp; Foam Gun Pack is a must-have bundle for anyone who wants thick, clinging foam and a smarter wash from the very first pass. Pairing our Kannonball foam gun with everything you need to get started, this pack lets you blanket your vehicle in dense suds that loosen dirt and road film before you ever touch the paint. The foam gun connects easily to your hose and delivers an even, satisfying layer of foam for a safer, more thorough wash. It's an ideal setup for routine maintenance washes, foam pre-soaks, and the two-bucket wash method. With free shipping included (excluding AK and HI), this pack takes your detailing experience to the next level right out of the box.</p>",RCP America,Home & Garden > Lawn & Garden > Gardening > Gardening Tools > Lawn & Garden Sprayers,,,FALSE,Title,Default Title,,,,,,,,,0,shopify,10,deny,manual,78.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/c800c3_837bb20def3b48e49114f6854e8a2a0d_mv2.jpg?v=1781634072,1,KANNONBALL& FOAM GUN PACK,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foam Gun & Soap Bundle,,,,,,g,,,draft
nitrile-gloves-black,X-large Viper Nitrile Black 100/box,"<p>RCP's Viper Black Nitrile Gloves are a must-have for protecting your hands while working with detailing chemicals, soaps, and degreasers. Sold 100 per box and available in small, medium, large, and X-large, they offer a snug, dependable fit for every member of your crew. The durable nitrile material resists tears and punctures while standing up to harsh chemicals far better than standard latex. Their textured surface helps you keep a confident grip on bottles, sprayers, and tools even when things get wet. Paired with our chemicals and equipment, these gloves keep you protected and working comfortably through every job.</p>",RCP America,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning",,,TRUE,Size,Extra Large,,,,,,,,RCP-GL603,0,shopify,10,deny,manual,44.19,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/c800c3_ca1208a2f8ca45589b7d40321be53a8e_mv2_32642bdf-10ce-4c30-92ee-70de20caf53d.png?v=1781634066,1,NITRILE GLOVES (BLACK),FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black Nitrile Disposable Gloves,,,,,,g,,,active
nitrile-gloves-black,,,,,,,,,Large,,,,,,,,RCP-GL602,0,shopify,10,deny,manual,44.19,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/c800c3_efcd5e8295004f86a53372048ea555c8_mv2_bb25286c-6ad1-4aea-b112-b6f175b1afcc.png?v=1781634066,2,NITRILE GLOVES (BLACK) - image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
nitrile-gloves-black,,,,,,,,,Small,,,,,,,,RCP-GL600,0,shopify,10,deny,manual,44.19,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
nitrile-gloves-black,,,,,,,,,Medium,,,,,,,,RCP-GL601,0,shopify,10,deny,manual,44.19,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
cube-cap-wrench,Cube CAP Wrench,"<p>RCP's Cube Cap Wrench is a must-have tool for opening and sealing 5-gallon cube containers quickly and without strain. Built from durable fiberglass and nylon in a sharp black finish, it measures 9.5"" x 4"" x 2"" and weighs just half a pound, so it's easy to grab and use whenever you need it. Designed to grip cube caps securely, it lets you loosen stubborn lids and re-seal them tight to prevent leaks and evaporation. Its rugged construction means it holds up to repeated daily use around the shop. Paired with our cube spouts, lids, and drum pumps, this wrench keeps your chemical handling clean, safe, and efficient.</p>",RCP America,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning",,,TRUE,Title,Default Title,,,,,,,,CAPW-1,0,shopify,10,deny,manual,15.59,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/c800c3_ca4004877ef54728983f97f12f4f44d1_mv2.png?v=1781634071,1,CUBE CAP WRENCH,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cube Cap Removal Wrench,,,,,,g,,,active
drum-wrench,Drum Wrench,"<p>RCP's Drum Wrench is a must-have tool for safely opening and sealing barrels and drums in any shop or industrial setting. Made from cast aluminum for lasting strength, it caps and uncaps 15, 30, and 55 gallon barrels and drums with ease, taking the struggle out of stubborn bungs and plugs. Its durable build stands up to repeated daily use while giving you the leverage you need to break loose even tightly sealed containers. Keeping one on hand means you're always ready to access and reseal your bulk chemicals quickly and cleanly. Paired with our drum pumps and cube accessories, this wrench keeps your chemical handling efficient and hassle-free.</p>",RCP America,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning",,,TRUE,Title,Default Title,,,,,,,,DW-55,0,shopify,10,deny,manual,20.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/c800c3_d8d9059202b94b6f843e19b0cbc2b79e_mv2_1a702dc2-edf4-4837-93aa-15e47fe3d94a.png?v=1781634072,1,DRUM WRENCH,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drum Bung Removal Wrench,,,,,,g,,,active
18-classic-y-bar-squeegee,18' Classic Ky-bar Squeegee,"<p>RCP's 18"" Classic Y-Bar Squeegee is a must-have for drying large vehicles fast and streak-free, from vans and big trucks to RVs and trailers. Its new patented Y-Bar edge sheds water more easily for quicker, cleaner passes that leave less behind. At a full 18"" wide, it covers more glass and body surface per stroke to speed up the drying stage of any wash. The soft, flexible silicone blade molds to any surface without scratching and glides smoothly over and around chrome strips, sharp edges, and grooves. Paired with our drying towels and wash accessories, this squeegee takes your detailing experience to the next level.</p>",RCP America,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning",,,TRUE,Title,Default Title,,,,,,,,25-928,0,shopify,10,deny,manual,64.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/c800c3_cd31af54afb34bc3bd075116f4f6729c_mv2.png?v=1781634067,1,"18"" CLASSIC Y-BAR SQUEEGEE",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-Inch Window Squeegee,,,,,,g,,,active
rcp-wax-bottles,WAX Bottle 10 OZ 38-400 Neck,"<p>RCP's Wax Bottle is a must-have for storing, mixing, and dispensing your favorite waxes, dressings, and detailing solutions. With a 10 oz capacity and a standard 38-400 neck, it pairs perfectly with our dispensing tops for clean, controlled application right where you want it. Its handy size makes it easy to keep diluted product or go-to chemicals close at hand throughout a detail. Durable and refillable, it helps you stay organized while cutting down on waste at your detailing station. Paired with our red tip tops and applicators, these bottles keep your workflow tidy and efficient.</p>",RCP America,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning",,,TRUE,Title,Default Title,,,,,,,,RCP-102,0,shopify,10,deny,manual,2.59,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/c800c3_a7d422be6fb24743a744e46cab7091f5_mv2.png?v=1781634069,1,RCP WAX BOTTLES,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empty Wax Dispensing Bottles,,,,,,g,,,active
rcp-wax-bottles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/c800c3_fa80e3fb8d7a4478a733aee29b511362_mv2_cdf03a00-ebc6-4a18-812d-115b4fa3a60a.png?v=1781634069,2,RCP WAX BOTTLES - image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-gallon-drum-pump,Plastic Drum Pump,"<p>RCP's 55 Gallon Drum Pump is a must-have for making the transfer of liquids from 55-gallon drums simple, clean, and efficient in shops, garages, and industrial environments. Built from durable, chemical-resistant plastic, it's designed for everyday use where reliability matters most. Its 15.5"" tube reaches deep into the drum to help you get more out of every container while reducing mess and waste, and easy hand-pump operation gives you controlled flow for a wide range of non-corrosive liquids. Lightweight, portable, and quick to set up and clean, it's ideal for detailing centers and industrial use alike. Paired with our drum wrench and cube accessories, this pump keeps your chemical handling safe and efficient.</p>",RCP America,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning",,,TRUE,Title,Default Title,,,,,,,,'160118,0,shopify,10,deny,manual,32.49,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/c800c3_d6a5df659fbf48fd870b0da6e68d12d1_mv2.png?v=1781634064,1,55 GALLON DRUM PUMP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic 55-Gallon Drum Pump,,,,,,g,,,active
55-gallon-drum-pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/c800c3_928e89bbdc9a404ea630c9800e5fe7f5_mv2.png?v=1781634064,2,55 GALLON DRUM PUMP - image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
protective-seat-cover,Seat Cover 250pk,"<p>RCP's Protective Seat Covers are a must-have for keeping vehicle interiors clean and professional during service, detailing, and test drives. Conveniently packaged 250 to a roll, they're ready to grab and apply so you can protect every seat without slowing down your workflow. Each cover shields upholstery from grease, dirt, and stains, helping you deliver a tidy, customer-ready finish and reinforcing a professional image. The dispenser-friendly roll format makes it easy to keep a steady supply on hand in any bay or shop. Paired with our floor mats and interior detailing supplies, these seat covers help you protect every vehicle from the moment it rolls in.</p>",RCP America,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Cleaning > Vehicle Carpet & Upholstery Cleaners",,,TRUE,Title,Default Title,,,,,,,,SC-250,0,shopify,10,deny,manual,105.29,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0970/7215/2886/files/c800c3_e6a3d7aaaa9a4a2886ede5f58e70c68a_mv2_90537581-04f5-49a5-9cbf-63bcd957edcd.jpg?v=1781634065,1,PROTECTIVE SEAT COVER,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disposable Protective Seat Covers,,,,,,g,,,active
